model_name,accuracy,accuracy_std,f1_macro,f1_macro_std
Logistic Regression Classification,0.7049495526365885,0.050681525013485,0.7045010096971108,0.0510775689888292
Logistic Regression Classification with LBFGS,0.695145631067961,0.0465387930993765,0.6944182207310694,0.0466276903641467
SVM Polynomial Kernel,0.6893394250904246,0.0284308738419419,0.6890311554931052,0.0281676064025566
XGBoost Classification,0.687397677517609,0.03742878884869818,0.6756619590966697,0.03382885081230692
