model_name,accuracy,accuracy_std,f1_macro,f1_macro_std
Logistic Regression Classification,0.7338419405320813,0.0595812691243414,0.7336063196899529,0.0595051722092439
Logistic Regression Classification with LBFGS,0.725508607198748,0.0473991141483812,0.7250560616671397,0.0472770104656278
SVM Polynomial Kernel,0.7061032863849765,0.0494511858303318,0.7043530982064118,0.0502985600164145
XGBoost Classification,0.6975352112676056,0.05741056541461637,0.6914119474302085,0.052596654160188265
