model_name,accuracy,accuracy_std,f1_macro,f1_macro_std
Logistic Regression Classification,0.7115587476153069,0.02427390696531,0.7112342737024971,0.0242327081659185
Logistic Regression Classification with LBFGS,0.7145662664122995,0.0333512551803001,0.7142154737154887,0.0334225635391605
SVM Polynomial Kernel,0.6832117607451466,0.0409543902069076,0.6816336008424043,0.041643302358654
XGBoost Classification,0.6891706879138143,0.04023856332040226,0.6932262146947288,0.03282946616194095
