model_name,accuracy,accuracy_std,f1_macro,f1_macro_std
Logistic Regression Classification,0.7854545454545455,0.0663463378589285,0.7715851057155405,0.0420709372230581
Logistic Regression Classification with LBFGS,0.7723232323232322,0.049441735978892,0.7718015559319906,0.0494507902218142
SVM Polynomial Kernel,0.7588888888888888,0.0454877544232415,0.7581298125667442,0.0458809746201873
XGBoost Classification,0.7547474747474747,0.08130754733320576,0.7806507911983462,0.08480914102062634
